"imdb_id","title","rating_imdb","rating_count","storyline","certificates","release_date","duration_min","imdb_url_film","url_poster"
"tt10930558","Rasuk 2",5.4,84,"Isabella (Nikita Willy), a medical student who is undergoing intern, feels uncomfortable with her sixth sense ability. She tries hard to think it do not exist, so she could live normally. However, the incident in the autopsy room when dissecting a woman's body without identity changes all her views. The corpse continues to follow, terrorize her, even possess her for help. This condition disrupts Isabela's relationship with her friends and threatens her studies. The only person who could understand Isabela and give her support is her sister, Fransisca Inggrid (Asri Welas). In the midst of her efforts to escape from the disturbance that threaten her life, Isabela falls in love with Radja (Achmad Megantara). For the first time in her life, Isabela meets someone who could understand her strengths besides Fransisca Inggrid. The disturbances experienced by Isabela lead her to uncover one by one the mystery of the death of the spirit that has been bothering her all this time. There was no choice for Isabela but to accept her strengths, and to help the spirit finish her business. Even though she has to risk the safety of her live.","-",2020-01-02,95,"https://www.imdb.com/title/tt10930558/?ref_=sr_t_1180","https://www.imdb.com/title/tt10930558/mediaviewer/rm70094337/?ref_=tt_ov_i"
"tt2205448","Malaikat Tanpa Sayap",7.5,97,"When Vino's life falls apart, he has to make tough decisions to save his younger sister. But when he meets Mura, he begins to regret the choices he has made.","-",2012-02-09,104,"https://www.imdb.com/title/tt2205448/?ref_=sr_t_269","https://www.imdb.com/title/tt2205448/mediaviewer/rm721820672/?ref_=tt_ov_i"
"tt10652934","Hiruk-Pikuk Si Al-Kisah",6.5,166,"Siman discovers a foreign crew shooting a moon landing. He gets caught and his tongue is cut off. He goes through life in slow motion, imitating an astronaut in outer space, labeled as crazy.","-",2020-12-10,106,"https://www.imdb.com/title/tt10652934/?ref_=sr_t_726","https://www.imdb.com/title/tt10652934/mediaviewer/rm1233247745/?ref_=tt_ov_i"
"tt1308944","Gara-Gara Bola",5.1,60,"Ahmad, has a small T-shirt design business, while his best friend, Heru, works in his father's noodle restaurant. They are big fans of soccer and live at the same rented place. On July 2006, four days before the World Cup semifinals, they place a bet on their favorite team, Germany. But Italy wins instead. So the bookies give them only one night to pay their debt or they have to face the debt collector sent by the mafia. Things get worse when Heru is fired by his boss, and when they are thrown out of the rented place they live in.","-",2008-10-23,75,"https://www.imdb.com/title/tt1308944/?ref_=sr_t_1268","https://www.imdb.com/title/tt1308944/mediaviewer/rm96444929/?ref_=tt_ov_i"
"tt11646118","Bajaj Bajuri the Movie",6.6,41,"When Bajuri (Ricky Harun) gets money from selling his inheritance, the problem starts. He, his family, thugs, and police were trapped in a horrendous comedy action.","-",2014-07-24,93,"https://www.imdb.com/title/tt11646118/?ref_=sr_t_692","https://www.imdb.com/title/tt11646118/mediaviewer/rm3113518849/?ref_=tt_ov_i"
"tt28643143","Perempuan Berkelamin Darah",6.4,254,"Nine days after his death, Abraham had not yet been buried, in fulfillment of Abraham's final message: ""There will be no funeral until Martha comes home."" Martha's return from Sabah, Malaysia, was certainly a joy for her family, especially her mother Orpa and her sister Bertha. However, after two years abroad, Martha turned out to be seriously depressed due to the rape she experienced while working as a laborer on an oil palm plantation. As head of the family, Orpa must also be a strong woman. However, because the environment was less conducive, Martha again became a victim of sexual harassment.","-",2024-02-22,143,"https://www.imdb.com/title/tt28643143/?ref_=sr_t_759","https://www.imdb.com/title/tt28643143/mediaviewer/rm2706464001/?ref_=tt_ov_i"
"tt25875858","Layar",8.7,59,"Ani had worked at Merapi Theater for 20 years when the cinema was closed due to the pandemic. Employees were mowed down. The screen has to be closed. Marni tries to maintain the only cinema with all her efforts. She agrees with the cinema owner. She is allowed to run the cinema business without any funds from the owner, who is looking for a buyer for the cinema building.","-",2023-01-13,70,"https://www.imdb.com/title/tt25875858/?ref_=sr_t_43","https://www.imdb.com/title/tt25875858/mediaviewer/rm219823105/?ref_=tt_ov_i"
"tt28131321","Pasutri Gaje",6,392,"Newlyweds, Adimas and Adelia have just moved into a new house. For the sake of the house installments, Adimas asked Adelia to postpone having children. But they are under pressure from the office environment, as well as pressure from their home. When Adelia said that her menstruation was two weeks late, Adimas immediately announced to everyone that Adelia was pregnant. Adimas soon became the family's favorite son-in-law. Adelia felt guilty and guilty for lying. He asked Adimas to tell the truth that she was not pregnant. However, Adimas is hesitant to do this, because he cannot bear the shame and ridicule of people who doubt his ability to get Adelia pregnant, let alone give up his favorite daughter-in-law status.","-",2024-02-07,109,"https://www.imdb.com/title/tt28131321/?ref_=sr_t_931","https://www.imdb.com/title/tt28131321/mediaviewer/rm3638578433/?ref_=tt_ov_i"
"tt1356808","Merem Melek",2.4,16,,"-",2008-12-04,,"https://www.imdb.com/title/tt1356808/?ref_=sr_t_1537","https://www.imdb.com/title/tt1356808/mediaviewer/rm1530479616/?ref_=tt_ov_i"
"tt1507309","Ketika Cinta Bertasbih 2",6.4,139,"After nine years in Egypt, Azzam (Kholidi Asadil Alam) finally finishes his study and return to Indonesia. But good luck is not on his side yet, he still struggle to find job and love.","-",2009-09-17,120,"https://www.imdb.com/title/tt1507309/?ref_=sr_t_787","https://www.imdb.com/title/tt1507309/mediaviewer/rm3644686593/?ref_=tt_ov_i"
"tt25150038","Scandal Makers",5.9,132,"Oscar, a has-been celebrity, is dying to get his name back up, when an opportunity finally appears albeit in form of a scandal: his love child from the past, Karin, suddenly shows up, with a baby of her own named Gempa.","-",2023-01-19,86,"https://www.imdb.com/title/tt25150038/?ref_=sr_t_990","https://www.imdb.com/title/tt25150038/mediaviewer/rm2720349185/?ref_=tt_ov_i"
"tt5811242","Gerbang Neraka",5.2,215,"The oldest pyramid in the world is found in Indonesia. A journalist must team up with an archaeologist and a shaman to uncover the mystery of the pyramid. When they found out that this ancient pyramid is a prison for a malevolent ancient demon, they must stop the demon from breaking out or it's the end of the world, as we know it.","-",2017-09-20,113,"https://www.imdb.com/title/tt5811242/?ref_=sr_t_1232","https://www.imdb.com/title/tt5811242/mediaviewer/rm3078035200/?ref_=tt_ov_i"
"tt1620421","Affair",4.3,79,"Affair tells the story about a deadly love triangle. Reta and Santi are childhood friends, after not having met for several years they meet again in college. Reta falls in love with David, who Santi has had an affair with. Since Reta has a serious illness, Santi decides to keep her love affair a secret so that Reta's final time will be as good as possible. What Santi doesn't know is that Reta is in fact very much healthy and that she's lying to Santi in order to get David. Let the deadly games of deception begin. —Anonymous","-",2010-03-11,75,"https://www.imdb.com/title/tt1620421/?ref_=sr_t_1416","https://www.imdb.com/title/tt1620421/mediaviewer/rm3120417280/?ref_=tt_ov_i"
"tt8065772","Benyamin Biang Kerok",3.1,282,"Knowing the headquarters and settlements of Betawi suburbs will be evicted, Pengki (Reza Rahadian), Somad (Adjis Doaibu), and Achie (Aci Resti) sabotage illegal casinos in Jakarta. They drain all bets to buy the land to be evicted. The casino belonged to Said (Qomar) who is gambling with Hengki (Hamka Siregar). These two people are the biggest mafia that controls gambling business. The problem becomes more complicated when Pengki falls in love with singer Aida (Delia Husein), Said's mistress, sold by her parents to pay the debt. As a wealthy Betawi, Pengki is considered a useless man. Her mother always assumes Pengki is just a spoiled child who wasting his mother's money. His love for Aida changes Pengki's attitude. Pengki now has the ideals: to have a school that can accommodate poor children. Unfortunately, Said spots Pengki-Aida's relationship and unmask him as he is lurking his casino. In the midst of such a complicated situation, Hengki invites Pengki, Somad, and Achie to cooperate. Hengki secretly has a grudge with Said because his precious watch was held hostage by Said. Hengki asks Pengki to take back his watch and take all Aida's parents debt contract to Said. So Pengki can freely take Aida from Pengki's hands. Pengki et al break into Said's house.","TV-MA",2018-03-01,95,"https://www.imdb.com/title/tt8065772/?ref_=sr_t_1514","https://www.imdb.com/title/tt8065772/mediaviewer/rm3726791680/?ref_=tt_ov_i"
"tt6426714","Critical Eleven",7.1,740,"Ale and Anya first met on a flight from Jakarta to Sydney. Anya lured on the first three minutes, seven hours later they were sitting next to each other and know each other through conversation and laughter, and eight minutes before separating Ale sure he wants Anya.","-",2017-05-10,135,"https://www.imdb.com/title/tt6426714/?ref_=sr_t_422","https://www.imdb.com/title/tt6426714/mediaviewer/rm3432723456/?ref_=tt_ov_i"
"tt2187538","3 Pocong Idiot",5.3,40,"Based on four friends Glenn, Pipin, Jadoel and Rivet. They are a fairly well-known boy band, which often appear in the cafes. Until one night, on the way to a cafe, Pipin, Jadoel, and Rivet suffered in a tragic accident that killed them. After the death, they were still hanging around like any other human. Pipin still pursuing his love for a beautiful lecturer, while Jadoel and Rivet are still looking for love themselves.","-",2012-05-03,80,"https://www.imdb.com/title/tt2187538/?ref_=sr_t_1211","https://www.imdb.com/title/tt2187538/mediaviewer/rm696751618/?ref_=tt_ov_i"
"tt3212916","The Sun, the Moon, & the Hurricane",8.1,73,"A story of one gay journey since he was in high school until in he's 32 years old. How he saw people around him changed, how himself changed simply to adapt, to survive. How all events in his life and people he met shaped his life and destiny. A story of the ever changing human. The endless search of happiness, the struggle to grow up and the battle with loneliness. —Andri Cung","-",2014-09-28,101,"https://www.imdb.com/title/tt3212916/?ref_=sr_t_112","https://www.imdb.com/title/tt3212916/mediaviewer/rm1496245248/?ref_=tt_ov_i"
"tt5087632","Stay with Me",7.4,20,"Boy Dimas (Boy William) and Deyna (Ully Triani) are a couple who promise to stay together forever. One day, Deyna gets the news that her parents died in a plane crash. The incident forces her to go to Europe and live with her Aunt. Six years passed. Boy becomes a film director and marries Key Hapsari (Natasha Ratulangi). As fate goes by, Boy bumps into Deyna who is now also married. Despite being married to other people and having separate lives, Boy still believes that Deyna should be with him.","-",2016-02-25,,"https://www.imdb.com/title/tt5087632/?ref_=sr_t_318","https://www.imdb.com/title/tt5087632/mediaviewer/rm1431705856/?ref_=tt_ov_i"
"tt6072400","The Promise",5,22,,"-",2016-09-27,90,"https://www.imdb.com/title/tt6072400/?ref_=sr_t_1296","https://www.imdb.com/title/tt6072400/mediaviewer/rm2420050944/?ref_=tt_ov_i"
"tt9025318","Baco Becce",8.6,50,,"-",2018-09-20,87,"https://www.imdb.com/title/tt9025318/?ref_=sr_t_53","https://www.imdb.com/title/tt9025318/mediaviewer/rm2818473728/?ref_=tt_ov_i"
"tt7547768","Si Juki the Movie: Panitia Hari Akhir",5.3,170,"Juki is a celebrity at the height of popularity. His innocent, humorous, and courageous attitude gains him the love of everyone. Until one mistake turns him into public enemy number one. But then, a fallen meteor is threatening to destroy Indonesia. When Erin, a talented young scientist asks Juki's help to stop the meteor, can Juki save Indonesia?","TV-PG",2017-12-28,97,"https://www.imdb.com/title/tt7547768/?ref_=sr_t_1208","https://www.imdb.com/title/tt7547768/mediaviewer/rm723409664/?ref_=tt_ov_i"
